,user,location,verified,followers,content,polarity
374,hihfmusicblog,,FALSE,168,"NEW MUSIC: @flumemusic Drops DnB Single ""The Difference"" With @ToroyMoi Alongside Three Nights At @RedRocksCO… https://t.co/yZXtzmjG61",0.032467532
476,xceymusic,"University of Iowa, USA",FALSE,168,@nnnnooooouuuuu Flume? https://t.co/uZkpl0IKII,
767,moealter,Connecticut / Rhode Island,FALSE,165,New Flume x Toro y Moi slaps,0.136363636
928,pkonrad_,"Philadelphia, PA",FALSE,165,Flume and Drum&amp;Bass = my wet dream https://t.co/mVJo1UrWcz,-0.1
159,adalefou,,FALSE,165,hi this is flume once again,
635,azvww,"São Paulo, Brasil",FALSE,164,new flume's music https://t.co/41tceVLz1j,0.136363636
424,meejthebadboi,BOUN,FALSE,163,The Difference by Flume  https://t.co/LIOVOdwVbE,
157,horchoca,In my gamer chair,FALSE,162,@Kyle_AKA_Kaul Bruh we just gotta cook up some Toro y Moi x Flume toonz,
58,_Hits_music_,,FALSE,161,Listen now: Never Be Like You by Flume Feat. Kai on https://t.co/d6M9AePFa2 or https://t.co/63E9DiKx13,
59,_Hits_music_,,FALSE,161,Listen now Never Be Like You by Flume Feat. Kai on https://t.co/d6M9AePFa2 or https://t.co/63E9DiKx13,
658,_Hits_music_,,FALSE,161,Listen now Never Be Like You by Flume Feat. Kai on https://t.co/d6M9Af7g1A or https://t.co/63E9DisVCt,
1150,_Hits_music_,,FALSE,161,Listen now: Never Be Like You by Flume Feat. Kai on https://t.co/d6M9AePFa2 or https://t.co/63E9DiKx13,
1200,_Hits_music_,,FALSE,161,Listen now: Never Be Like You by Flume Feat. Kai on https://t.co/d6M9Af7g1A or https://t.co/63E9DisVCt,
369,TheJacenty,,FALSE,160,More Toro y Flume please,0.5
906,BrianMantle1,,FALSE,160,"Flume, Toro Y Moi Release Indie Drum &amp; Bass Collab ""The Difference' https://t.co/WFTvIxVFXu #edm",-0.075
456,SilkySoup,,FALSE,160,ima see Flume this year,
902,SizzleRadio,Right Next Door To You,FALSE,160,Flume - Never Be Like You (feat. Kai),
731,pococrudo,WA,FALSE,159,"New Flume and Porter Robinson, gonna nut so much today",0.168181818
109,abancommercials,United States,FALSE,159,Apple AirPods Pro - Snap  Song by Flume TV Commercial 2020 https://t.co/6WupvYKJ8K,
1120,runthegiuls,,FALSE,158,"just waiting for that new Flume (""The Difference"") to come out at midnight before i start my AirPods-inspired worko… https://t.co/bvDhZYT64T",0.136363636
365,a7medelkady11,"Cairo, Egypt",FALSE,158,"Check The Difference by Flume, Toro y Moi out: https://t.co/JMB4Ajgefy",
540,Jawntz,,FALSE,158,"The Difference by Flume
https://t.co/NCyuTGeYT2",
207,kumm_playlist,,FALSE,157,Flume—The Difference (feat. Toro y Moi),
832,sniffytobias,"Harrisburg, PA",FALSE,157,"@SniffyTobias Added ""The Difference"" by Flume, Toro y Moi to my 2020q1 Playlist on Spotify https://t.co/ozfRpBVsnU https://t.co/9OCxq2qZb1",
102,mrtestarossa,he/him,FALSE,156,currently working on a small edit of the new flume song,-0.037878788
1074,IsmaSmart,,FALSE,155,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/3TYzc6D0qJ,
913,thenickroberts,"Orlando, FL",FALSE,154,@KatSaysKill @BernieSanders @flume @ToroyMoi Definitely thought you were about to say Flume dropped a remix with Be… https://t.co/OZ8Gs5dNXt,
254,dtran0813,,FALSE,153,"New Flume 🔥

Listen to The Difference (feat. Toro y Moi) by Flume on #SoundCloud
https://t.co/RhdmWSmYiB",0.136363636
187,mementorobot,non qui,FALSE,152,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/J2KhXZMZXK via @YouTube,
6,psychedenicc_,PH to Dubai,FALSE,149,Flume feat. Toro y Moi - The Difference (Visualizer by FISK) https://t.co/0VAMWTTUI1 via @YouTube,
668,EAVonDy,,FALSE,149,"Oh, I suppose next you're gonna tell me Flume isn't allowed to eat ass at his shows now because it's a ""health risk"" huh",
1234,emily_dalrymple,,FALSE,142,"Only love is all maroon
Gluey feathers on a flume
Sky is womb and she's the moon",0.25
656,esteban_mimosa,,FALSE,141,I almost have to go out just because of this new flume song,0.136363636
576,vicenteparmi,Curitiba | Erechim,FALSE,141,"The Difference by Flume
https://t.co/32hNiXCaYX",
800,fullovelove,"Los Angeles, California",FALSE,140,Ugh I love Flume so fucking much 😭,0.35
339,RecordsBadluck,"Chicago, IL",FALSE,140,#Flume has linked up with #toroymoi for his new single The Difference. Go check out the video up now on… https://t.co/sw2HiMxtia,0.032467532
115,typicamu,"Tokyo, Japan.",FALSE,139,"TYPICA Top 100 Updated!

Little Dragon
Flume
HAIM
Greentea Peng
SZA
Jhené Aiko
Empress Of
Demi Lovato
BROCKHAMPTON… https://t.co/Aa6qECrm3e",0.5
448,typicamu,"Tokyo, Japan.",FALSE,139,"Hot track🔥Top100 Chart

The Difference of Flume climb up to Top 30!
3 playlists featured it.
https://t.co/txkk5sJTrf",0.375
743,NIGHTSHR0UD,Anime,FALSE,139,Probably a new fave from flume! Plus toro y moi? Yessirrrr,0.136363636
483,Goreanwhip,,FALSE,136,#NowPlaying What We Called Love - Liza Flume,0.5
2,ongfaisreal222,,FALSE,136,Flume feat. Toro y Moi - The Difference (Visualizer by FISK) https://t.co/TXG2WzqRTy via @YouTube,
3,SpiderTony10,"Coral Springs, FL",FALSE,136,This Flume x Toro Y Moi track is fire,
36,Klaymen22,1 minute away from you,FALSE,136,@90s_Flume A dress wearing a dress,
765,allmusiclife_,,FALSE,136,Flume – “The Difference” (Feat. Toro Y Moi) https://t.co/JGBb7o6rkC https://t.co/PYgj4Vxty7,
1115,ongfaisreal222,,FALSE,136,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/Gpwh9jICoN via @YouTube,
154,Orodd_,"California, USA",FALSE,134,Flume and Toro y moi has been best thing during coronavirus szn,1
998,zimbo1244,,FALSE,134,Okay new Flume single with Toro y Moi I see you,0.188311688
385,Rachaelmareee,Castleford,FALSE,133,@TowersStreet @altontowers Flume,
452,electronificat,España,FALSE,133,VIDEO: Flume feat. Toro y Moi - The Difference https://t.co/keMMfkEhZy https://t.co/CQzT7yI0iY,
1224,morgan_metzger_,,FALSE,132,I’d cut off my left arm to be able to go to flume rocks,0.25
503,marvinx909,"Pomona,CA",FALSE,131,Flume...2014......good times. https://t.co/292eVoVL8G,
967,gonegirlrisss,Futurama,FALSE,130,"I’ve listened to the new flume/toro y moi song five times unnoticeably, thats how fire it is",0.136363636
39,musicwithoutend,,FALSE,130,MEUTE - You &amp; Me (Flume Remix) 13.03.20 16:15 https://t.co/x2ujcfA3vJ,
166,SheLovesQuinten,"Carson City, NV",FALSE,129,I wanna go see flume live Fr 😤,0.136363636
1045,music_effecks,"Las Vegas , Nevada ♡",FALSE,128,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/gLX06sKa9M via @YouTube,
1058,music_effecks,"Las Vegas , Nevada ♡",FALSE,128,"It’s here guys , Link in bio :) 
.
.
Featured : “ The Difference ” - Flume . https://t.co/Mvgv2wuWhI",
879,HoodrichDaily,"Atlanta, GA",FALSE,127,"The FADER https://t.co/PIdDH0U9E5 Flume on his new Toro y Moi collaboration, “The Difference”#HoodrichDailyNews https://t.co/RVl6cGJ0Bz",0.136363636
788,ChickenMcSeth,Arizona,FALSE,127,flume &amp; porter robinson rly tryna convince me to get back into electronic music...and they’re succeeding,
50,hyper__fish,dayton,FALSE,126,How did flume get away with dropping a dnb track???,
330,Dalen_Kroh,"North Las Vegas, NV",FALSE,126,@lostsavv Listening to flume and porters snow songs back to back,
696,Dalen_Kroh,"North Las Vegas, NV",FALSE,126,Listen to Lorde - Tennis Court (Flume Remix) by Flume #np on #SoundCloud https://t.co/TSH0pMqbA2,
1122,1111_haha,,FALSE,126,"Flume 

AirPods Pro — Snap https://t.co/NlU6iBkX4W via @YouTube",
644,nenflows,,FALSE,125,flume and toro y moi o bitch!!,
1193,Flems_oner,,FALSE,124,@lewisricho11 @violentsoho Boooooo flume. Hoping for tame or soho.,-0.216666667
308,LedwellColleen,,FALSE,123,We used the dimensions of the @marineinstitute flume tank and Pythagorean Theorem to determine the length of the te… https://t.co/JXZN1ocsJb,
648,lostorbit_,,FALSE,123,what happened to the flume car https://t.co/0poJEKxobN,
758,kcespinoza21,"Chicago, IL",FALSE,122,skipping class to listen to flume’s new song in my cozy ass room &gt;&gt;&gt;,-0.031818182
1,cruz1097,,FALSE,122,@bitchim999 SKIN - FLUME !!!,
1114,noelbo_,New Mexico,FALSE,121,New Flume in 25 minutes,0.136363636
699,T8H0D2H0,"Tokyo, Japan",FALSE,121,"NowPlaying. Flume feat. Toro y Moi The Difference
https://t.co/UC6gmXyXlV",
900,ArturTiesibas,Latvia/Latgola,FALSE,121,"@killthenoise Change dot org petition for flume neurofunk, let's gooooo",
751,jimbobmeboi,"Las Vegas, NV",FALSE,120,new flume song on repeat all day,0.136363636
259,hockeyandtv,,FALSE,118,"@NorthernLefty ""the amount of ore birth effort it must have taken to choose the right guilded vagina to log flume o… https://t.co/j6Fg70LEUu",0.285714286
67,ArthurBizkit,,FALSE,118,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/WHpjTWYKxJ via @YouTube,
756,mujipanda,Canberra,FALSE,118,"Flume – The Difference (feat. Toro y Moi)

#sydneymardigras #sydneymardigras2020 #mardigras #sydney… https://t.co/2sL1l7sD7G",
22,toriiproperties,"Boston, MA & Bay Area, CA",FALSE,117,"Weekend is here! Keep grooving and stay healthy everyone 💪 #ToriiTunes https://t.co/RkV5DVWEbE

ft. @breakbot… https://t.co/RiXQW4wm8l",0.5
472,kyrabrown73,"Monument, CO",FALSE,117,"Who wants to see flume with me at Red Rocks for 3 nights 😤 

@flumemusic https://t.co/b4CUEAgRUX",0.1
478,LinkPlay9,@LinkPlay9 on Telegram,FALSE,116,New flume track but it's only 2:20 https://t.co/GDA05oX7rf,0.068181818
532,waltonkelcott,"millcreek, Utah",FALSE,116,"Aight I’ve come to terms that edc is probably gonna be cancelled or at least postponed, who’s tryna send all three… https://t.co/nZn11StJnm",-0.3
941,therealnous,,FALSE,115,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/k04KqlvkV2 via @YouTube,
1046,jvstagro,,FALSE,113,"flume drum n bass
flume drum n bass https://t.co/tQKZ5VBB7q",-0.15
185,HealingAmbient,"New Orleans, LA",FALSE,113,23 year-old Flume fans are gonna get everyone killed https://t.co/BeJZgixPgR,-0.2
465,riptidalmusic,Australia,FALSE,112,"similarity i noticed in the new flume song, probs just a coincidence but they sound kinda similar
cc: @Virtual_Riot… https://t.co/cQuyop4PKD",0.268181818
561,riptidalmusic,Australia,FALSE,112,holy FUCK the new flume almost made me cum #DNB2020,-0.131818182
402,dgcastanheira,howl's moving castle,FALSE,112,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/wXPdUsnjgb via @YouTube,
631,cm010196,Ryuku,FALSE,112,"Flume never disappoints 
https://t.co/cub6JbZTbP",
491,DenNazeem,"Kuala Lumpur Federal Territory, Malaysia",FALSE,109,"flume, toro y moi and apple collab-ing is the best thing to have ever happened in a while",1
1025,LuxageMusic,Bay Area,FALSE,109,This new toro and flume is so niceee,0.136363636
497,spookycyndi,"Joliet, IL",FALSE,105,Flume just hits differently when you’re taking a 2 hour bath.,
628,earthwormkin,,FALSE,103,flume sounds good tonight,0.7
99,jojibang,into the new world,FALSE,102,MUD and Upgrade transition on the flume mixtape is insane,-1
122,prest0magic4575,,FALSE,101,still pissed off at lolla for forcing me to choose between flume and ari 😤,
889,Bigglesworth_,"Los Angeles, CA",FALSE,101,"@Juliemartinezz Hi this is flume 
Hi
  Hi this is flume 
      This is flume",
970,Pandas3Plus4,,FALSE,99,"@Gasketpedia I'm not huge on rollercoasters but I can still ride a few, this was a log flume ride actually",-0.133333333
686,zakglimmer,"portland, or",FALSE,98,new toro n flume track makes me Feel,0.136363636
985,alexjvaldes,atx,FALSE,98,new flume 😊 https://t.co/7rnPHhqdtD,0.136363636
1123,chemoperogies,,FALSE,98,now it's MF flume time what a fucking week!!!! https://t.co/G8xRMWxYif,-0.6
91,WwwHidekiKCJ,,FALSE,98,Flume is a producer from Australia.,
92,WwwHidekiKCJ,,FALSE,98,The Difference by Flume featuring Toro Y Moi is now playing.,
195,TaokiDeimos,Calgary alberta,FALSE,98,Flume - Rushing Back feat. Vera Blue (Official Music Video) https://t.co/nGW7jDVPq6 via @YouTube,
1093,okotomi_,socal,FALSE,97,the new flume and toro y moi song is so nice ooh,0.368181818
787,lo2fly,,FALSE,97,The new Flume w Toro y Moi 🥵,0.136363636
1190,m00305058255650,"Massachusetts, USA",FALSE,97,bumping flume until he releases his new song 🤩🤩🤩🤩🤩,0.136363636
357,miguelcalvo11,,FALSE,97,‘Disclosure X Flume - You &amp; Me (CUSTOME &amp; Equator Remix)’ en #SoundCloud #np https://t.co/o4cLJwGRdR,
761,thegoodphellas,"Orange County, CA",FALSE,95,"YOU &amp; ME REMIX OUT NOW! ⠀
⠀
@itscustome and @Equator_Media just dropped their huge remix of a classic Flume x Discl… https://t.co/UkfS6nvrl9",0.283333333
57,cutebabezworld,"Monterrey, Nuevo León",FALSE,91,"what if,,,, we has shower sex while listening to warm thoughts by flume😳 jk,,, but... what if?",0.6
581,harleyrules170,,FALSE,89,omg the new Flume is very good!,0.523181818
960,dj_ogboy,Nigeria,FALSE,89,"Flume on his new Toro y Moi collaboration, “The Difference” https://t.co/ohilXJ9dl7 https://t.co/PCs8CfQl68",0.136363636
439,harleyrules170,,FALSE,89,@deci5ionpending I feel like people are surprised when I like Flume's music but I swear it's just NBLY :P,0.1
926,m0zzarellamami,Orange County ,FALSE,88,REALLY want to go to the Flume &amp; Friends Red Rocks shows 🥺,0.1
48,fstvladdicts247,"Los Angeles, CA",FALSE,86,"Friday Vibes. Flume Vibes ✨✨✨✨
https://t.co/RH4E1b0Sb2",
898,voydblossom,"Omaha, NE",FALSE,86,Flume + Toro y Moi is a dream collab,
89,0xC02F,,FALSE,84,flume - warm thoughts https://t.co/GLZcWWeaGn,0.6
857,pixelexistence,,FALSE,83,flume and toro y moi FUCKK i love,0.5
940,_HotMusic_,,FALSE,82,"Flume Drops New Chill Drum &amp; Bass Collab With Toro Y Moi, “The Difference” https://t.co/P5NwsYHXjS… https://t.co/n6F1n5619B",-0.006818182
182,jacobcmurphy,"Litchfield Park, AZ",FALSE,82,Genuinely obsessed with the new flume x toro y moi collab,-0.181818182
5,_barbi_k,,FALSE,80,Idk how I feel about this new flume song 😭😭😭 https://t.co/KuRs7FfSY5,0.136363636
1052,VESPERTINEVENUS,under these bitches skin 😳,FALSE,79,new flume  https://t.co/cXfwQWEKmR,0.136363636
919,colinbulmann,,FALSE,78,can @flume and @ToroyMoi release a tape plsssss 🥺,
571,NateKafchinski,r/trap,FALSE,77,Flume undefeated https://t.co/IRG77elJiG,
875,elementartyy,United States,FALSE,76,"Flume's 'Difference' Featuring Toro Y Moi Is A Perfect Pairing - 
Flume has been one of the defining electronic mus… https://t.co/ITqhmdTP7c",1
1012,WASIMoFOUR,EXP,FALSE,76,flume's new song makes me want to ask @florenzius if i can make the tmone: bay trailer,0.136363636
609,Mrod_18,,FALSE,75,This is why i stan flume https://t.co/KJlHfLo0I9,
543,soggyyy_mp4,,FALSE,74,new Toro y moi and flume- the difference 9/10 fire music video too https://t.co/JHEFCIw1Hk,0.136363636
650,brokemath_,[USA],FALSE,74,new flume x toro 🥴😳✅🔥☝🏾,0.136363636
495,jaisongianfranc,"Bay Area, CA",FALSE,74,who wants to see Sophie and Flume w me at red rocks I might go,0.1
8,KuboMusical,,FALSE,74,"✨SINGLES 13/03✨
Ava Max · Flume x Toro y Moi · Kehlani · DJ Python · Caroline Polachek · Nicolas Jaar · Tones &amp; I (… https://t.co/qXlrPkYpcl",
525,invertedb0ner,Hell,FALSE,74,Flume gives me goosebumps friiiick,
321,FetusBeann,in my bedroom wth??,FALSE,73,@90s_Flume be nice to her,0.6
407,darockjohnson,"Edmonton, Alberta",FALSE,73,I wish i could hear “never be like you” by Flume for the first time again,0.25
398,lebrocquycox,"Dublin City, Ireland",FALSE,73,The flooded flume is still under water. The flooding appears to be worse despite the seemingly lower levels in the… https://t.co/3sAGTXU5qN,-0.4
80,acentuador,Feira de Santana,FALSE,73,@paulomatangi hi this is flume hi this is flume,
749,RENDITIONING,"Atlanta, GA",FALSE,73,breakbeat in a flume song 👍https://t.co/5nYX4O8cka,
547,notlosingit_,Texas,FALSE,72,Totally checking out cheap flights to see the 3 flume shows at red rocks https://t.co/Ssq8elDlLj,0.133333333
119,MandoTeesOff,"Los Angeles, CA",FALSE,72,The rain + danky greens while listening to  @flume &amp; @RufusDuSol 🎶,
1148,SharasCove,"Slidell, LA",FALSE,71,"Q: How are students to find off campus housing in a week?
Q: If no personal cpu/laptop, how are they to meet online… https://t.co/BSdm0GhugN",
160,auntiewarthog,Vegan,FALSE,70,Everyone freaking out right now but I used to listen to flume insane ldru remix all the time so I’m not phased,-0.357142857
1106,andre_rsnde93,"Nova Lima, Brasil",FALSE,70,"ALREADY ADDICTED!!! 🔥🔥

#Flume
#TheDifference https://t.co/jcSPwVl7u7",-0.4
190,cwbellux,🌅,FALSE,70,@fucklerns Never be like you - Flume,
509,mendozaa_ajex,"Phoenix, AZ",FALSE,70,"Flume with that dnb, ookay I see you !!",
839,2fast4chan,Rust,FALSE,69,"Imagine raising the fucking bar every time you create. Actual fucking madddness. Flume + Drum and Bass
= my lil hea… https://t.co/4uu5QgIOyN",-0.3375
1174,jieunypig,"Los Angeles, CA",FALSE,68,omg flume is going to perform the era of flume THIS IS ALL I EVER WANTED,
256,carring09242910,,FALSE,67,Welp @thebukuproject is canceled until September which means I don’t get to see flume which means excuse me while I off myself until then ✌️,-0.05
35,DidSplashGo101,"Lake Buena Vista, FL",FALSE,67,Just putting it out there...my flume water can *probably* defeat the coronavirus...you might catch something else b… https://t.co/h6lwu6P5VF,
922,DeazHeure,Dans la forêt bleue,FALSE,67,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/FLrenoNukl via @YouTube,
399,alexxtkania,,FALSE,65,"I love Flume so, so, SOoOOo much",0.35
240,Jeffrey97195053,"Downtown Orlando, FL",FALSE,65,Kudos to Disney for its decision to pay cast members during the upcoming closure of Disneyland due to coronavirus: https://t.co/LGJyfzcKgA,-0.125
213,bootlegfc11,横須賀 → 横浜 → 仙台 → 横浜,FALSE,63,Listen to The Difference (feat. Toro y Moi) by Flume #np on #SoundCloud https://t.co/A6a0VHN3kF,
305,tmoahs,,FALSE,63,Flume feat. Toro y Moi - The Difference  https://t.co/xbK0bdqswB via @YouTube,
931,gianniversamce,,FALSE,63,@flume help me with the plane tiquets to go to see you in red rocks 😭,
1027,crystalyear,▲▲▲▲▲▲▲▲▲▲▲,FALSE,62,"New Porter Robinson yesterday, new Flume today...I wish every week was this good! https://t.co/YuypEeL7c7",0.324242424
897,thomas_szym,"Baltimore, MD",FALSE,62,Flume dnb has a lot of potential imo https://t.co/L7YHnt2HC2,
337,WKNCHD2Playlist,"Raleigh, NC",FALSE,61,Now playing How To Build A Relationship (feat. JPEGMAFIA) by Flume on WKNC.,
714,chloalexmillo,,FALSE,60,I'd be okay with Flume and the power plant in the background 🚑 https://t.co/tEq1Qp09jZ,0.5
142,thegnooest,,FALSE,60,"#MusicVideo #NewMusic 

Flume feat. Toro y Moi - The Difference

https://t.co/9BSgk1pL55

@flumemusic",
127,ibarra_sin,"Dallas, TX",FALSE,59,If I pass this last class IM GOING TO SEE FLUME...Well if I fail too...bc poor me.,-0.3
148,monomonoddxx,,FALSE,57,Flume feat. Toro y Moi - The Difference [Official Lyric Video] https://t.co/KWV1ZJHYMF - @YouTube @unni_cashew,0.25
1061,monomonoddxx,,FALSE,57,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/DariAb8Ndo - @YouTube 오?,
359,jman1542,"Hawaii, USA",FALSE,56,New flume is chill chill vibez,0.136363636
454,JPeeLive,Perth/Australia ,FALSE,56,"@theneedledrop React to the new Flume and Toro y Moi song, Melon... Now show feet :)",0.136363636
21,RyeStephens,,FALSE,55,@flume @ToroyMoi please make some more jams,0.5
923,Discocheats,Edinburgh,FALSE,55,"like. okay. hear me out. Flume, SOPHIE, gec(s)

There is a non-zero chance",0.5
531,rodimus_prime89,United States,FALSE,54,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/UAyELqpwsU #songoftheday,
1167,MrbirdArgenis,"Wichita, KS",FALSE,54,@90s_Flume Give in to your hunger.,
702,lz_137,,FALSE,53,Flume just hits differently lately,-0.3
269,Uleach_,Kyrgyzstan,FALSE,52,"Loved Flume's last year mixtape where he's just literally break himself apart and reassembled into something new

https://t.co/nE6XR8Q1BV",0.278787879
564,sluttyravercost,"San Diego, CA",FALSE,52,"We predict @flumemusic's latest single ""The Difference"" featuring @ToroyMoi will be part of a new album. 😐🏃 https://t.co/mEFfNaK7Yw",0.188311688
541,egodenovo,"New York, USA",FALSE,52,"That new Flume x Toro song already in a commercial, wild",0.078787879
373,tylerxbla,,FALSE,52,Back into a big flume phase,
708,clmooree,Baltimore,FALSE,52,@madisoncsherlin sleepless by flume idk if it’s because of the name but that’s just what i think of.,
499,BlissRadyo,,FALSE,51,Now playing on Bliss Radio: Rushing Back by Flume feat. Vera Blue! Tune in now.,
1236,BlissRadyo,,FALSE,51,Now playing on Bliss Radio: Never Be Like You by Flume ft. Kai! Tune in now.,
451,jesterfanatic,,FALSE,50,@90s_Flume Be nice and share your food,0.6
74,jesterfanatic,,FALSE,50,@90s_Flume 1800s dresses are dope,
590,NicoOwen4real,"Florida, USA",FALSE,50,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/BxjBVsmVuS via @YouTube,
85,Heywood001,United Kingdom,FALSE,49,@WrenKitchens At the moment it's Let You Know by Flume 👌👨‍🍳,
752,hashtagkanks,"Montréal, Québec",FALSE,49,Flume &amp; Toro y Moi ??? Yes please https://t.co/WBKX4309dM via @YouTube,
54,daeidance91,,FALSE,48,Lowkey though with my bitch fit  passing I need to be grateful I atleast got to have friendship and edc mexico befo… https://t.co/zU1FITlYB7,0.4
500,toastyycakess,,FALSE,48,2016 was full of shitty unfunny trends only thing good to come out of that year was Blonde frank ocean and skin flu… https://t.co/X4nbxnubrD,0.2625
694,danielroysant0s,,FALSE,48,need sum 1 to talk to bout the new toro y moi x flume track,0.136363636
226,daeidance91,,FALSE,48,This literally is the worst fucking year for festivals... don’t invite me to shit for the rest of the year unless f… https://t.co/VLmAbMLqHe,-0.6
51,daeidance91,,FALSE,48,"@ivpxxx Unless wooassaaahhh gets me a flume show I don’t want it, where’s the weed!",
1209,toastyycakess,,FALSE,48,"Flume tonight 

Flume tonight",
601,its_seth_ig,,FALSE,47,@wowthatshiphop I do really enjoy Flume just staying as Flune,0.4
417,easebeats,,FALSE,47,"The Difference 
[Flume]
.
.
.
.
.
#streetclassics #storyofthestreet #streetmobs #artofchi #timeless_streets… https://t.co/7bkzGv7clW",
1140,B_Spence93,"Colorado Springs, CO",FALSE,47,Flume at red rocks 😱,
1184,ARMi27346811,,FALSE,47,"IAM
Jayz Kaynie West
Flume
What so not
Rufus du sol
20syl (c2c)
Creaky Jackals 
Rl Grime
Biga Ranx
Mickael Jackson https://t.co/Cdjex2yxhS",
805,PapaNorwood,,FALSE,46,@MattOswaltVA Flume- Bon Iver,
1245,katwoman08,"Ontario, Canada",FALSE,45,@WDWNT That’s what happens when you refurb it into the most technologically advanced trackless log flume system in theme park history.,0.45
352,ionebleuu,"Los Angeles, CA",FALSE,45,flume 🖤 forever,
431,radiosmashes,"Sevilla, España",FALSE,45,#NowPlaying Flume;Vera Blue - Rushing Back https://t.co/5X5PKuIIpY,
1247,radiosmashes,"Sevilla, España",FALSE,45,#NowPlaying Flume;Vera Blue - Rushing Back https://t.co/lm0tJr4bZE,
762,buenasnocjes,"Salt Lake City, UT",FALSE,44,Flume’s new song sold me,0.136363636
1111,ItsGayerNow,,FALSE,42,@BerettaWest Best log flume ever,1
678,Jurmer,,FALSE,42,New porter and new flume? We eatin boys,0.136363636
951,realherodawg,,FALSE,42,"The Difference by Flume
https://t.co/za5YR2SdY2",
1117,RaveAunt_,"Texas, USA",FALSE,39,"Me at work:

My brain: FLUME. FL....UMEEEEE. flume flume flume. FLUMMMY FLUME. FLUME @ red rocks. FLUME ROCKS. Fllllluummmmeeeeeee.",
263,real_jaris,,FALSE,38,i liked flume more before i knew this because i interned for the wifi company hehe,0.55
75,mariolistens,Somewhere in @mario's ears,FALSE,38,I am now listening to The Difference by Flume https://t.co/fWfeKoaWOA,
178,contra47_,"Mendoza, Argentina",FALSE,36,@MMecafonic @desireeuwu Disclosure - You &amp; Me (Flume Remix),
559,bodhisattva_89,el ayyyy!,FALSE,36,@fullovelove And guess what bro... Flume loves you too 😻,
364,Fueneral_,"Lewistown, MT",FALSE,35,"New Flume and Toro y Moi song is so good, cant stop vibing to it",0.418181818
15,north_reviews,the interweb.,FALSE,35,"New Music Friday (3/13)
cont’d

SINGLES:
Flume
Loud Luxury🇨🇦
Lil Yachty &amp; DaBaby ft. Drake🇨🇦",0.136363636
1070,Danished_dude,,FALSE,35,no context flume https://t.co/gVVp4jMnJt,
1177,ArrowTheError,,FALSE,35,Flume and friends omg 😍😍,
738,Mickelham,,FALSE,34,@triplej Good sign for Flume https://t.co/7vpJT0mStg,0.7
792,whoslethr,,FALSE,34,@ToroyMoi @flumemusic Flume has a good running form,0.7
153,curli_fries,Cali,FALSE,34,Excited to release the Flume remix me and my friends were challenged to do!!!,0.375
388,rachael_a_co2,,FALSE,34,@IntoYrSin_ You can drink it away apparently🥴 as if you can wash em away like bloody log flume,-0.375
173,ppt_radio,,FALSE,34,"Flume feat. Toro y Moi / The Difference
https://t.co/7nYrALATT3 https://t.co/gZMum4N4hZ",
917,xo_avemaria,Rehiyon ng Bikol,FALSE,34,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/U4bIsDWESa via @YouTube,
81,goldenage_china,Read Only Memory,FALSE,33,MY AI wants me to the new flume and cry for a bit mkay cool thanks.,0.221590909
606,crlrsnbm,"California, USA",FALSE,33,"@DEADLINE Yet promoted it for years @ their parks: Splash Mountain is a log flume at Disneyland, Tokyo Disneyland,… https://t.co/Yd0V9U5GHL",
690,gsrnt,,FALSE,33,flume never disappoints me https://t.co/whiWbA39za https://t.co/PEYoCM6SsZ,
1227,Fmcculloch64,"Oxford, England",FALSE,31,give me my flume drum and bass I need it neow https://t.co/ym4HxOgKac,-0.15
112,andreasssss6,,FALSE,31,@Raysson11 Hi this is flume,
449,deci5ionpending,,FALSE,30,I’m loving the DnB vibe on the new Flume/Toro y Moi song,0.368181818
1170,shbyss,"Colorado Springs, CO",FALSE,30,"Yo so, i really need to see this Flume concert and prolly won't make enough money so if yall would do this, I'd app… https://t.co/OxqbXfErW3",0.1
1169,shbyss,"Colorado Springs, CO",FALSE,30,Aye so I do plan on streaming tomorrow after my job interview in hopes of also raising money for this Flume CONCERT… https://t.co/0Z3B53QlRt,
507,Wondermaria2,"California, USA",FALSE,29,"I’ve said this one too many times but idc, FLUME IS FRICKIN AMAZING 🤩",0.55
672,Wondermaria2,"California, USA",FALSE,29,"New Flume album on the way, I’m frickin stoked, FRICKIN STOKED !! Ahhhhhh",0.136363636
591,BoBUKall,United Kingdom,FALSE,29,Vintage Cobalt Blue Aurene Orient &amp; Flume Art Glass Paperweight Pulled Feather &amp; https://t.co/wIVHNFD0uO https://t.co/rbTrNMpewp,
595,Wondermaria2,"California, USA",FALSE,29,"If you take out your phone while we’re on a date and it ain’t your mom, your lawyer, or flume telling you he’s givi… https://t.co/e0ql5muCPp",
